한자,음,훈음(인명),이독음/기타,총획,유니코드
膩,"니,이","니,이 : 기름(니/이)",이 : 기름(이/니),16,U+81A9
馜,"니,이","니,이 : 진한향기(니)","늬,닛,리",14,U+999C
匿,"닉,익","닉,익 : 숨을(닉/익)",익 : 숨을(닉/익),11,U+533F
溺,"닉,익","닉,익 : 빠질(닉/익)","뇨,익 : 빠질(닉/익)   오줌(뇨)",13,U+6EBA
昵,"닐,일","닐,일 : 친할(닐)","내,녜",9,U+6635
暱,"닐,일","닐,일 : 친할(닐)",,15,U+66B1
多,다,다 : 많을(다),닐,6,U+591A
夛,다,다,,6,U+591B
爹,다,다 : 아비(다),,10,U+7239
茤,다,다 : 마름(다)  남녘오랑캐(다),기,12,U+8324
觰,다,다: 뿔뿌리(다),,16,U+89F0
𣘻,다,다,,15,U+2363B
𥥸,다,다,,12,U+25978
򠉢,다,다,,18,U+A0262
򠉰,다,다,,12,U+A0270
鄲,"다,단","다,단 : 조나라서울(단)",운,15,U+9132
奲,"다,차","다,차 : 관대할(차)",타 : 휘늘어질(타),24,U+5972
茶,"다,차","다,차 : 차(다) 차(차)",오,12,U+8336
򠄸,"다,차","다,차",,12,U+A0138
㫜,단,단,,9,U+3ADC
亶,단,단 : 실로(단) 다만(단),단 : 실로(단) 다만 (단),13,U+4EB6
但,단,단 : 다만(단),,7,U+4F46
偳,단,단 : 적을(단) 작을(단),"서,유",11,U+5073
剬,단,단 : 똑같이자를(단) 잘게썰(단) 단정할(단),,11,U+526C
單,단,단 : 홑(단),선 : 고을이름(선),12,U+55AE
團,단,단 : 둥글(단) 모일(단),단 : 둥글(단) 모일 (단),14,U+5718
壇,단,단 : 단(단),,16,U+58C7
彖,단,단 : 판단할(단),,9,U+5F56
慱,단,단 : 근신할(단),"박,복",14,U+6171
担,단,단: 멜(단) 짐(단),"걸, 담",8,U+62C5
斷,단,단 : 자를(단) 단연(단),단 : 자를(단) 단연 (단),18,U+65B7
旦,단,단 : 아침(단),"소,조",5,U+65E6
椴,단,단 : 단양(단),내,13,U+6934
檀,단,단: 박달나무(단) 단향목(단),천,17,U+6A80
段,단,단 : 조각(단) 나눌(단),단 : 조각(단) 나눌 (단),9,U+6BB5
湍,단,단 : 여울(단) 빠를(단),서,12,U+6E4D
漙,단,단 : 이슬(단),"보,전",14,U+6F19
煓,단,단 : 불꽃성할(단) 빛날(단),단 : 불꽃성할(단)  빛날(단),13,U+7153
瑖,단,단 : 옥돌(단),,13,U+7456
癉,단,단 : 병들(단) 괴롭힐(단),,17,U+7649
短,단,단 : 짧을(단) 허물(단),단 : 짧을(단) 허물 (단),12,U+77ED
砃,단,단 : 흰돌(단),,9,U+7803
端,단,단 : 끝(단) 바를(단),서,14,U+7AEF
簞,단,단 : 밥그릇(단),,18,U+7C1E
緞,단,단 : 비단(단),,15,U+7DDE
耑,단,단 : 끝(단) ,서,9,U+8011
胆,단,단 : 침(단),"달,담 : 침(담)",9,U+80C6
腶,단,단 : 약포(단),,13,U+8176
蛋,단,단 : 오랑캐이름(단) 새알(단),단 : 오랑캐이름(단)  새알 단,11,U+86CB
蜑,단,단 : 남녘오랑캐(단),,13,U+8711
袒,단,단 : 웃통벗을(단),,11,U+8892
鍛,단,단 : 두드릴(단) 단련(단),단 : 두드릴(단) 단 련(단),17,U+935B
򠊃,단,단: 박달나무(단) 단향목(단),천,17,U+A0283
竱,"단,전","단,전 : 같을(전) 같을(단)",,16,U+7AF1
燀,"단,천","단,천 : 불땔(천) 환할(천)","선,찬",16,U+71C0
妲,달,달 : 계집이름(달),단,8,U+59B2
怛,달,달 : 근심할(달),항,8,U+601B
撻,달,달 : 매질할(달),,16,U+64BB
橽,달,달,,17,U+6A7D
澾,달,달 : 미끄러울(달),,16,U+6FBE
炟,달,달 : 사람이름(달) 불꽃(달),"단,항",9,U+709F
獺,달,달 : 수달(달),,19,U+737A
疸,달,달 : 달병(달),단,10,U+75B8
羍,달,달 : 새끼양(달) 아름다울(달),,9,U+7F8D
達,달,달 : 통할(달) 이를(달),달 : 통할(달) 이를 (달),13,U+9054
闥,달,달 : 뜰(달) 문(달) 빠를(달) ,,21,U+95E5
靼,달,달,단 : 오랑캐이름(단),14,U+977C
韃,달,달 : 칠(달) 오랑캐이름(달),,22,U+97C3
倓,담,담 : 의심하지않을(담),,10,U+5013
儋,담,담 : 멜(담) 두섬(담),,15,U+510B
啖,담,담 : 먹을(담) 삼킬(담),담 : 먹을(담) 삼킬 (담),11,U+5556
啗,담,담 : 먹을(담) 마 (담),,11,U+5557
啿,담,담: 수두룩할(담) 많을(담),잠,12,U+557F
嘾,담,담 : 꿀꺽삼킬(담) 탈함(담),,15,U+563E
噉,담,담 : 먹을(담) 마실(담),,15,U+5649
坍,담,담 : 무너질(담),단,7,U+574D
埮,담,담: 평평한 땅(담),담: 평평한땅(담),11,U+57EE
墰,담,담 : 목긴술병(담)  땅이름(담),,15,U+58B0
壜,담,담 : 술병(담),,19,U+58DC
惔,담,담 : 속탈(담) 근심할(담),,11,U+60D4
憺,담,담 : 편안할(담) 고요할(담),담 : 편안할(담) 고 요할(담),16,U+61BA
擔,담,담 : 멜(담) 짐(담),,16,U+64D4
曇,담,담 : 구름낄(담),운,16,U+66C7
毯,담,담 : 담요(담),,12,U+6BEF
淡,담,담 : 싱거울(담) 엷을(담),염,11,U+6DE1
湛,담,담 : 맑을(담),"기,심,잠,침  : 깊을(잠)   잠길(침)",12,U+6E5B
潭,담,담 : 깊을(담),택,15,U+6F6D
澹,담,담 : 조용할(담),,16,U+6FB9
痰,담,담 : 가래(담),,13,U+75F0
禫,담,담 : 담제(담),,17,U+79AB
緂,담,담 : 유록빛(담) 옷빛깔환할(담) 길쌈(담),,14,U+7DC2
罎,담,담 : 술단지(담),,22,U+7F4E
聃,담,담 : 귀바퀴없을(담),섬,11,U+8043
膽,담,담 : 쓸개(담),,17,U+81BD
蕁,담,담 : 쐐기풀(담),담 : 쐐기풀(담/심),18,U+8541
薝,담,담 : 치자꽃(담),,19,U+859D
覃,담,담 : 깊을(담),,12,U+8983
談,담,담 : 이야기(담),,15,U+8AC7
譚,담,담 : 편안할(담) 이야기(담),담 : 편안할(담) 이 야기(담),19,U+8B5A
郯,담,담 : 나라이름(담),,11,U+90EF
錟,담,담 : 긴장(담),"섬,염  : 날카로울(섬)   서슬(염)",16,U+931F
黮,담,담 : 검을(담),"심,탐 : 오디(심)  어두울(탐)",21,U+9EEE
黵,담,담 : 자자(담),점,25,U+9EF5
򠄹,담,담,,18,U+A0139
炎,"담,염","담,염: 탈(담/염) 더울(담/염)",담,8,U+708E
沓,답,답 : 겹칠(답),담,8,U+6C93
畓,답,답 : 논(답)(한국한자),답 : 논(답)(한국한 자),9,U+7553
答,답,답 : 대답할(답),,12,U+7B54
踏,답,답 : 밟을(답),,15,U+8E0F
遝,답,답 : 뒤섞일(답),,14,U+905D
㿩,당,당,,25,U+3FE9
䣊,당,당,소,11,U+48CA
倘,당,당 : 혹시(당),"상,소",10,U+5018
儻,당,당 : 갑자기(당),답,22,U+513B
唐,당,당 : 황당할(당) 당나라(당),당 : 황당할(당) 당 나라(당),10,U+5510
堂,당,당 : 집(당) 당당할(당),당 : 집(당) 당당할 (당),11,U+5802
塘,당,당 : 둑(당) 못(당),,13,U+5858
幢,당,당 : 기(당) 굄목(당),,15,U+5E62
戇,당,당 : 어리석을(당),,28,U+6207
搪,당,당 : 막을(당) 부딪칠(당),,13,U+642A
撞,당,당 : 칠(당) 부딪칠(당),"동,종",15,U+649E
棠,당,당 : 팥배나무(당) 산앵도(당),상,12,U+68E0
檔,당,당 : 책상(당),,17,U+6A94
溏,당,당 : 못(당),,13,U+6E8F
爣,당,당 : 밝을(당) 환할(당),,24,U+7223
瑭,당,당 : 옥(당),단,14,U+746D
璫,당,당 : 귀엣고리(당),,17,U+74AB
當,당,당 : 맡을(당) 마땅할(당) 당할(당),당 : 맡을(당) 마땅 할(당) 당할(당),13,U+7576
瞠,당,당 : 똑바로볼(당),쟁,16,U+77A0
礑,당,당 : 밑(당),,18,U+7911
螳,당,당 : 사마귀(당),,17,U+87B3
蟷,당,당 : 사마귀(당),,19,U+87F7
襠,당,당 : 잠방이(당),,19,U+8960
讜,당,당 : 곧은말(당),,27,U+8B9C
鏜,당,당 : 종고소리(당),,19,U+93DC
鐺,당,당 : 쇠사슬(당) 종고소리(당),쟁 : 솥(쟁),21,U+943A
餳,당,당 : 엿(당),성,18,U+9933
餹,당,당 : 엿(당),,19,U+9939
黨,당,당 : 무리(당) 일가(당),당 : 무리(당) 일가 (당),20,U+9EE8
糖,"당,탕","당,탕 : 엿(당) 사탕(당/탕)","당,탕 : 엿(당) 사 탕(당/탕)",16,U+7CD6
㬃,대,대,,13,U+3B03
㬣,대,대,,18,U+3B23
䚟,대,대,태,15,U+469F
代,대,대 : 대신할(대),,5,U+4EE3
儓,대,대 : 하인(대),,16,U+5113
坮,대,대 : 대(대)( 한국한자),태,8,U+576E
垈,대,대 : 집터(대)(한국한자),대 : 집터(대)(한국 한자),8,U+5788
大,대,대 : 큰(대),대,3,U+5927
對,대,대 : 마주볼(대) 대답할(대),대 : 마주볼(대) 대 답할(대),14,U+5C0D
岱,대,대 : 태산(대),,8,U+5CB1
帶,대,대 : 띠(대) 데(대),,11,U+5E36
待,대,대 : 기다릴(대) 대접할(대),시,9,U+5F85
懟,대,대 : 원망할(대),,18,U+61DF
戴,대,대 : 일(대) 받들(대),재,17,U+6234
抬,대,대,"이,태 : 칠(태)",8,U+62AC
擡,대,대 : 들(대),대 : 매질할(태) 들 (대),17,U+64E1
柋,대,대 : 누에시렁(대),,9,U+67CB
檯,대,대 : 상(대),,18,U+6AAF
汏,대,대 : 씻을(대),태,6,U+6C4F
玳,대,대 : 대모(대),,9,U+73B3
碓,대,대 : 방아(대),웅,13,U+7893
臺,대,대 : 대(대),태,14,U+81FA
袋,대,대 : 자루(대),,11,U+888B
貸,대,대 : 빌릴(대) 용서할(대),대 : 빌릴(대) 용서 할(대) 틀릴(특),12,U+8CB8
鐓,대,대 : 창고달(대),"돈,순",20,U+9413
隊,대,대 : 대오(대),대 : 대오(대) 떨어 질(추),12,U+968A
黛,대,대 : 눈썹먹(대),,17,U+9EDB
杸,"대,수","대,수 : 팔모진창(수) 칠(수)",,8,U+6778
旲,"대,영","대,영 : 해클(대)","경,태,호",7,U+65F2
宅,"댁,택","댁,택 : 집(댁/택) 묏자리(택)","댁,택 : 집(댁/택)  묏자리(택)",6,U+5B85
㥁,덕,덕,,12,U+3941
徳,덕,덕 : 德(큰(덕))의  略字,,14,U+5FB3
德,덕,덕 : 덕(덕) 덕베풀(덕),덕 : 덕(덕) 덕베풀 (덕),15,U+5FB7
悳,덕,덕 : 덕(덕) 덕베풀(덕),진,12,U+60B3
㯖,"덕,적","덕,적",득,16,U+3BD6
㭸,도,도,형,12,U+3B78
倒,도,도 : 넘어질(도),,10,U+5012
刀,도,도 : 칼(도),,2,U+5200
到,도,도 : 이를(도),,8,U+5230
叨,도,도 : 탐할(도),,5,U+53E8
嘟,도,도 : 입나올(도),,15,U+561F
噵,도,도 : 이를(도),,16,U+5675
圖,도,도 : 그림(도) 꾀할(도),도 : 그림(도) 꾀할 (도),14,U+5716
堵,도,도 : 담(도) 막(도),제,12,U+5835
塗,도,도 : 바를(도) 진흙(도),도 : 바를(도) 진흙 (도),13,U+5857
壔,도,도 : 작은성(도) 도(도),,17,U+58D4
夲,도,도: 나아갈(도),"본,토",5,U+5932
導,도,도 : 이끌(도),,15,U+5C0E
屠,도,도 : 잡을(도) 죽일(도),도 : 잡을(도) 죽일 (도),12,U+5C60
島,도,도 : 섬(도),,10,U+5CF6
峹,도,도 : 산이름(도),,10,U+5CF9
嶋,도,도 : 섬(도),"명,조,학,홍",14,U+5D8B
庩,도,도 : 집(도) 편하지 않을(도),,10,U+5EA9
弢,도,도 : 활집(도),,8,U+5F22
徒,도,도 : 걸어다닐(도) 무리(도),종,10,U+5F92
忉,도,도 : 근심할(도),,5,U+5FC9
悼,도,도 : 슬퍼할(도) 떨(도),탁,11,U+60BC
慆,도,도 : 방자할(도) ,,13,U+6146
挑,도,도 : 돋을(도),조 : 멜(조)   가릴(조),9,U+6311
捈,도,도 : 궁굴릴(도) 당길(도),,10,U+6348
掉,도,도 : 흔들(도) 바로잡을(도),탁,11,U+6389
掏,도,도 : 더듬을(도),,11,U+638F
搗,도,도 : 찧을(도),,13,U+6417
搯,도,도 : 더듬을(도),,13,U+642F
擣,도,도 : 찧을(도),,17,U+64E3
暏,도,도,서,13,U+668F
桃,도,도 : 복숭아나무(도),조,10,U+6843
棹,도,도 : 노(도) 노저을(도),"탁,한",12,U+68F9
檮,도,도 : 어리석을(도),수,18,U+6AAE
櫂,도,도 : 노(도),요,18,U+6AC2
洮,도,도 : 씻을(도) ,조 : 물이름(조),9,U+6D2E
涂,도,도 : 길(도) 섣달(도),"서,여,차",10,U+6D82
淘,도,도 : 일(도),,11,U+6DD8
渡,도,도 : 건널(도) 나루(도),도 : 건널(도) 나루 (도),12,U+6E21
滔,도,도 : 창일할(도),,13,U+6ED4
濤,도,도 : 물결(도),수,17,U+6FE4
燾,도,도 : 비출(도),,18,U+71FE
瑫,도,도 : 아름다운옥(도),,14,U+746B
盜,도,도 : 훔칠(도) 도둑(도),도 : 훔칠(도) 도둑 (도),12,U+76DC
睹,도,도 : 볼(도),효,14,U+7779
祹,도,도: 복(도) 상서(도) 귀신(도),,13,U+7979
禱,도,도 : 빌(도),,19,U+79B1
稌,도,도: 찰벼(도),,12,U+7A0C
稻,도,도 : 벼(도),,15,U+7A3B
荼,도,도 : 씀바귀(도) 해독(도),다,13,U+837C
菟,도,도 : 새삼(도),토 : 새삼(토),14,U+83DF
萄,도,도 : 포도나무(도),,14,U+8404
覩,도,도 : 볼(도),데,16,U+89A9
賭,도,도 : 도박(도),,16,U+8CED
跳,도,도 : 뛸(도) 달아날(도),조 : 뛸(도/조) 건널(조),13,U+8DF3
蹈,도,도 : 밟을(도),,17,U+8E48
逃,도,도 : 달아날(도),,10,U+9003
途,도,도 : 길(도),,11,U+9014
道,도,도 : 길(도) 말할(도),,13,U+9053
都,도,도 : 도읍(도) 모두(도),도 : 도읍(도) 모두 (도),12,U+90FD
酴,도,도 : 술밑(도) 막걸리(도),,14,U+9174
鋾,도,도: 쇳덩이(도),,16,U+92FE
鍍,도,도 : 올릴(도) 도금(도),도 : 올릴(도) 도금 (도),17,U+934D
闍,도,도 : 망대(도)  성문(도),사,17,U+95CD
陶,도,도 : 질그릇(도),요 : 사람이름(요),11,U+9676
鞀,도,도 : 소고(도),,14,U+9780
鞱,도,도 : 감출(도) 너그러울(도),,19,U+97B1
韜,도,도 : 감출(도) 너그러울(도) 병법(도),도 : 감출(도) 너그 러울(도) 병법(도),19,U+97DC
饕,도,도 : 탐할(도),,22,U+9955
馟,도,도 : 향기날(도),,16,U+999F
鼗,도,도 : 땡땡이(도),,19,U+9F17
򠄺,도,도,,14,U+A013A
򠊄,도,도: 복(도) 상서(도) 귀신(도),,12,U+A0284
򠊽,도,도 : 새삼(도),,11,U+A02BD
󳒀,도,도,수,20,U+F3480
度,"도,탁","도,탁 : 법도(도) 잴(도) 헤아릴(탁)","서,석",9,U+5EA6
櫝,독,독 : 함(독) 널(독),분,19,U+6ADD
毒,독,독 : 독(독) 해칠(독),,8,U+6BD2
瀆,독,독 : 도랑(독) 더럽힐(독),독 : 도랑(독) 더럽 힐(독),18,U+7006
牘,독,독 : 서찰(독),,19,U+7258
犢,독,독 : 송아지(독),,19,U+72A2
獨,독,독 : 홀로(독),,16,U+7368
督,독,독 : 살필(독) 재촉할(독),독 : 살필(독) 재촉 할(독),13,U+7763
禿,독,독 : 민둥(독),,7,U+79BF
篤,독,독 : 도타울(독) 중할(독),"기,돈",16,U+7BE4
纛,독,독 : 기(독),도 : 기(도/독),24,U+7E9B
黷,독,독 : 더럽힐(독),,27,U+9EF7
讀,"독,두","독,두 : 읽을(독) 귀절(두)","독,두 : 읽을(독)  귀절(두)",22,U+8B80
墩,돈,돈 : 돈대(돈),,15,U+58A9
弴,돈,돈 : 그림그린활(돈),조,11,U+5F34
惇,돈,돈 : 도타울(돈),"순,형",11,U+60C7
敦,돈,돈 : 도타울(돈),희,12,U+6566
旽,돈,돈 : 먼동틀(돈),"견,관,순,준  : 지성스러울(준)",8,U+65FD
暾,돈,돈 : 아침해(돈),"교,해",16,U+66BE
沌,돈,돈 : 물결칠(돈),순,7,U+6C8C
潡,돈,돈 : 큰물(돈),순,15,U+6F61
燉,돈,돈 : 삶을(돈) 불이글이글할(돈),돈 : 삶을(돈) 불이 글이글할(돈),16,U+71C9
豚,돈,돈 : 돼지(돈),,11,U+8C5A
躉,돈,돈 : 도거리(돈),,20,U+8E89
頓,돈,돈 : 조아릴(돈) 갑자기(돈) 머무를(돈) 가지런할(돈) 곤할(돈) 한꺼번,"돌,둔",13,U+9813
焞,"돈,순","돈,순 : 삶을(돈)","준,태,퇴,한,향",12,U+711E
乭,돌,돌 : 이름(돌(한국한자)),둘 : 이름(돌(한국한자)),6,U+4E6D
咄,돌,돌 : 꾸짖을(돌),출,8,U+5484
堗,돌,돌 : 굴뚝(돌) 부엌창(돌),,12,U+5817
突,돌,돌 : 갑작스러울(돌) 뚫을(돌),돌 : 갑작스러울(돌)  뚫을(돌),9,U+7A81
䆚,동,동,,11,U+419A
䞒,동,동,,13,U+4792
仝,동,동 : 한가지(동),,5,U+4EDD
侗,동,동 : 정성(동),통 : 미련할(통),8,U+4F97
倲,동,동 : 어리석을(동) 뒤떨어질(동),,10,U+5032
働,동,동 : 일할(동),,13,U+50CD
僮,동,동 : 종(동),,14,U+50EE
冬,동,동 : 겨울(동),,5,U+51AC
凍,동,동 : 얼(동),,10,U+51CD
動,동,동 : 움직일(동),훈,11,U+52D5
勭,동,동: 일할(동) 자랄(동),,14,U+52ED
同,동,동 : 한가지(동),,6,U+540C
哃,동,동 : 큰말할(동) 망년된말(동),,9,U+54C3
垌,동,동 : 동막이(동),경,9,U+578C
姛,동,동 : 계집성품 곧을(동) 목이바를 (동),"선,형 ",9,U+59DB
峒,동,동 : 동굴(동),,9,U+5CD2
崠,동,동 : 땅이름(동),,11,U+5D20
彤,동,동 : 붉은칠(동),단,7,U+5F64
憧,동,동 : 뜻정치못할(동) 그리워할(동),동 : 뜻정치못할(동)  그리워할(동),15,U+61A7
挏,동,동 : 당겼다밀었다할(동) 짓찧을(동),모,9,U+630F
曈,동,동 : 해뜰(동),,16,U+66C8
朣,동,동 : 달밝으려하는모양(동),동 : 달밝으려하는모양 (동),16,U+6723
東,동,동 : 동녘(동),,8,U+6771
桐,동,동 : 오동나무(동),,10,U+6850
棟,동,동 : 마룻대(동),연,12,U+68DF
橦,동,동 : 목면(동),"근,장 : 장대(장)",16,U+6A66
浵,동,동 : 물깊을(동),,10,U+6D75
涷,동,동 : 소나기(동)  얼(동),진,11,U+6DB7
湩,동,동 : 젖(동),중,12,U+6E69
潼,동,동 : 물이름(동),,15,U+6F7C
炵,동,동 : 불꽃(동) 불 활활붙을(동),,9,U+70B5
烔,동,동 : 땅이름(동),,10,U+70D4
疼,동,동 : 아플(동),,10,U+75BC
瞳,동,동 : 눈동자(동),정,17,U+77B3
硐,동,동 : 굴(동),,11,U+7850
秱,동,동 : 벼무성할(동) 벼마디(동),형,11,U+79F1
童,동,동 : 아이(동),중,12,U+7AE5
絧,동,동 : 동베(동) 이을(동) 곧게달릴 (동),경,12,U+7D67
胴,동,동 : 구간(동) 몸통(동),동 : 구간(동) 몸통 (동),10,U+80F4
艟,동,동 : 몽동배(동),충 : 몽동배(충),18,U+825F
苳,동,동 : 겨우살이(동),,11,U+82F3
茼,동,동 : 쑥갓(동),,12,U+833C
菄,동,동 : 흰산국화(동),래,14,U+83C4
董,동,동 : 바로잡을(동),"중,훈",15,U+8463
蕫,동,동 : 자오락(동),,18,U+856B
蝀,동,동 : 무지개(동),,14,U+8740
鉖,동,동 : 낚시바늘(동),,13,U+9256
銅,동,동 : 구리(동) 동화(동),동 : 구리(동) 동화 (동),14,U+9285
򠄻,동,동,,15,U+A013B
򠊛,동,동 : 자오락(동),,15,U+A029B
洞,"동,통","동,통 : 골(동) 꿰뚫을(통)","동,통 : 골(동) 꿰 뚫을(통)",9,U+6D1E
兜,두,두 : 쌀(두) 투구(두),"도,둘",11,U+515C
抖,두,두 : 떨(두),,7,U+6296
斁,두,두 : 썩을(두),역 : 싫어할(역),17,U+6581
斗,두,두 : 말(두),,4,U+6597
杜,두,두 : 막을(두) 팥배나무(두),주,7,U+675C
枓,두,두 : 두공(두),주 : 구기(주),8,U+6793
浢,두,두 : 옆갯고랑(두)  물이름(두),,10,U+6D62
痘,두,두 : 마마(두),,12,U+75D8
竇,두,두 : 구멍(두),,20,U+7AC7
紏,두,두 : 고할(두) 누런실(두),"규,이",10,U+7D0F
肚,두,두 : 배(두) 밥통(두),,7,U+809A
脰,두,두 : 목(두),,11,U+8130
荰,두,두 : 두형풀(두),,13,U+8370
荳,두,두 : 콩(두),,13,U+8373
蚪,두,두 : 올챙이(두),,10,U+86AA
蠹,두,두 : 좀(두),,24,U+8839
豆,두,두 : 콩(두),,7,U+8C46
逗,두,두 : 어를(두),,11,U+9017
鈄,두,두 : 성(두) 술그릇(두),,12,U+9204
鋀,두,두 : 놋쇠(두) 술그릇(두),,15,U+92C0
阧,두,두 : 가파를(두),,7,U+9627
陡,두,두 : 가파를(두),,10,U+9661
頭,두,두 : 머리(두),현,16,U+982D
򠄼,두,두,,13,U+A013C
屯,둔,둔 : 진칠(둔),"돈,순,준  : 어려울(준)",4,U+5C6F
窀,둔,둔 : 광중(둔),,9,U+7A80
臀,둔,둔 : 볼기(둔),,17,U+81C0
芚,둔,둔 : 둔나물(둔) 나무싹(둔),돈,10,U+829A
迍,둔,둔 : 머뭇거릴(둔),,8,U+8FCD
遁,둔,둔 : 달아날(둔) 숨을(둔),둔 : 달아날(둔) 숨 을(둔),13,U+9041
遯,둔,둔 : 달아날(둔) 숨을(둔),돈 : 숨을(둔/돈),15,U+906F
鈍,둔,둔 : 무딜(둔) 꿈뜰(둔) 우둔할(둔),"돈,순",12,U+920D
򠄽,둔,둔,,10,U+A013D
乧,둘,둘 : 음역자(둘)(한국한자),"돌,두(한국한자)",5,U+4E67
得,득,득 : 얻을(득) 탐할(득),득 : 얻을(득) 탐할 (득),11,U+5F97
凳,등,등 : 걸상(등),,14,U+51F3
墱,등,등 : 자득락길(등),증,15,U+58B1
嶝,등,등 : 고개(등),,15,U+5D9D
橙,등,등 : 등자나무(등),증,16,U+6A59
滕,등,등 : 등나라(등),"숭,승",13,U+6ED5
燈,등,등 : 등잔(등),,16,U+71C8
璒,등,등 : 옥돌(등),증,16,U+7492
登,등,등 : 오를(등),,12,U+767B
磴,등,등 : 섬돌(등),,17,U+78F4
等,등,등 : 등급(등),,12,U+7B49
籐,등,등 : 등(등),,21,U+7C50
縢,등,등 : 봉할(등),,16,U+7E22
藤,등,등 : 등나무(등),슬,21,U+85E4
螣,등,등 : 등사(등),특 : 벼메뚜기(특),16,U+87A3
覴,등,등 : 오래볼(등) 똑바로볼(등),,19,U+89B4
謄,등,등 : 베낄(등),승,17,U+8B04
鄧,등,등 : 나라이름(등),규,15,U+9127
鐙,등,등 : 등자(등),,20,U+9419
騰,등,등 : 오를(등),,20,U+9A30
򠄾,등,등,,21,U+A013E
䊨,라,라,,18,U+42A8
欏,라,라 : 사라나무(라),나,23,U+6B0F
纙,라,라 : 돈꾸러미(라),나 : 돈꾸러미(나),25,U+7E99
蠃,라,라 : 나나니벌(라) 고둥(라),"나,영",19,U+8803
覼,라,라 : 좋게볼(라)  곡진할(라),나,21,U+89BC
򠉦,라,라,,26,U+A0266
灕,"라,리","라,리",이,22,U+7055
硌,락,락 : 큰바위(락),"낙,라,탁",11,U+784C
鉻,락,락 : 깍을(락),"낙,명",14,U+927B
濼,"락,록","락,록 : 물이름(락)","낙,박 : 물이름(낙)",18,U+6FFC
圝,란,란 : 둥글란(란),,22,U+571D
斕,란,란 : 얼룩얼룩할(란),,21,U+6595
灤,란,란 : 물이름(란),,26,U+7064
籣,란,란 : 전통(란),,23,U+7C63
鑭,란,란 : 금채색(란),난,25,U+946D
㫰,랑,랑,"낭,량,양",11,U+3AF0
嫏,랑,랑,경,12,U+5ACF
桹,랑,랑 : 광랑나무(랑) 배럴(랑),"낭,양,은",11,U+6879
誏,랑,랑 : 뜬말할(랑),양,14,U+8A8F
倈,래,래,내,10,U+5008
唻,래,래 : 어조사(래),,11,U+553B
庲,래,래 : 집(래),,11,U+5EB2
棶,래,래 : 말채나무(래),내,12,U+68F6
睞,래,래 : 곁눈질할(래),,13,U+775E
郲,래,래 : 땅이름(래) 산이름(래),내,11,U+90F2
掠,"략,약","략,약 : 노략질할(략/약) 매질할(략/약)","랭,약,양 : 노략질할(략/약)   매질할(략/약)",11,U+63A0
略,"략,약","략,약 : 생략할(략/약) 간략할(략/약) 대강(략/약)","낙,락,약 : 생략할(략/약)   간략할(략/약)   대강(략/약)",11,U+7565
畧,"략,약","략,약 : 간략할(략/약)",,11,U+7567
亮,"량,양","량,양 : 밝을(량/양) 믿을(량/양)","양,정 : 밝을(량/양)   믿을(량/양)",9,U+4EAE
俍,"량,양","량,양: 어질(량)",,9,U+4FCD
倆,"량,양","량,양 : 두개(량/양) 재주(량/양)",양,10,U+5006
兩,"량,양","량,양 : 둘(량/양)",양 : 둘(량/양),8,U+5169
凉,"량,양","량,양 : 서늘할(량/양) 식힐(량/양)","경,양 : 서늘할(량/양)",10,U+51C9
喨,"량,양","량,양 : 울고그치지않을(량)",,12,U+55A8
悢,"량,양","량,양 : 슬플(량)",,10,U+60A2
晾,"량,양","량,양 : 쪼일(량)",경,12,U+667E
梁,"량,양","량,양 : 대들보(량/양)",양 : 대들보(량/양)   다리량(양),11,U+6881
樑,"량,양","량,양 : 들보(량/양)",양,15,U+6A11
涼,"량,양","량,양 : 서늘할(량/양)","경,랑,양",11,U+6DBC
湸,"량,양","량,양 : 큰물 (량)","랑,호",12,U+6E78
粮,"량,양","량,양 : 양식(량/양)",양 : 양식(량),13,U+7CAE
粱,"량,양","량,양 : 기장(량/양)",량 : 기장(량),13,U+7CB1
糧,"량,양","량,양 : 양식(량/양)",양 : 양식(량/양),18,U+7CE7
良,"량,양","량,양 : 어질(량/양) 남편(량/양) 때문(량/양)","낭,랑,양 : 어질(량/양)   남편(량/양)   때문(량)",7,U+826F
諒,"량,양","량,양 : 믿을(량/양) 참(량/양) 살펴 알(량양)","경,양 : 믿을(양)   참(양)   살펴   알(양)",15,U+8AD2
踉,"량,양","량,양 : 뛸(량)  비틀거릴(량)",,14,U+8E09
輛,"량,양","량,양 : 수레(량/양)",양,15,U+8F1B
量,"량,양","량,양 : 헤아릴(량/양) 생각할(량/양)","랑,양 : 헤아릴(량/양)   생각할(량/양)",12,U+91CF
